txnId,orderCreateTime,upc,productDescription,productLink,qty,price,deliveryType,osVersion,deviceType,appType,orderDispatchTime,picker,pickCompleteTime,lineCompleteStatus,orderCompleteStatus,pickUpRequestTime,orderDeliveryTime,customerPickUpStatus
1.00E+12,10/8/18 19:25,37000928102,Swifer wetjet floor mop,https://www.target.com/p/swiffer-wetjet-floor-mop-starter-kit-1-power-mop-5-mopping-pads-1-floor-cleaner-liquid-solution/-/A-18813263,3,22.99,driveUpDelivery,ios-10.3.3,Desktop,app,10/8/18 19:31,pk236,10/8/18 19:52,TRUE,cancelled,---,---,--
1.00E+12,10/8/18 19:25,79105116626,pet food 30 lbs,https://www.target.com/p/nutro-wholesome-essentials-adult-chicken-rice-dry-dog-food/-/A-53090016,1,54.99,driveUpDelivery,ios-10.3.3,Desktop,app,10/8/18 19:31,pk236,10/8/18 19:52,FALSE,cancelled,---,---,--
1.00E+12,10/8/18 19:25,1.93E+11,2 Drawer Night Stand,https://www.target.com/p/pine-wood-night-stand-with-2-drawers-gold-benzara/-/A-54626340,1,339.99,driveUpDelivery,ios-10.3.3,Desktop,app,10/8/18 19:31,pk236,10/8/18 19:52,TRUE,cancelled,---,---,--
1.00E+12,10/8/18 19:39,8.30E+11,Lavender & Bergamot Liquid Hand Soap,https://www.target.com/p/lavender-38-bergamot-liquid-hand-soap-12-fl-oz-everspring-8482/-/A-75663199,1,2.79,driveUpDelivery,Android-7.0,Mobile,browser,10/8/18 19:51,pk225,10/8/18 20:01,TRUE,complete,10/8/18 21:04,10/8/18 21:09,pickUpCompleted
1.00E+12,10/8/18 19:39,6.44E+11,Premier Protein Shake,https://www.target.com/p/premier-protein-shake-chocolate-11oz-4pk/-/A-50835667,2,7.99,driveUpDelivery,Android-7.0,Mobile,browser,10/8/18 19:51,pk225,10/8/18 20:01,TRUE,complete,10/8/18 21:04,10/8/18 21:09,pickUpCompleted
1.00E+12,10/8/18 19:44,85239021873,Archer Farms Monster Trail Mix,https://www.target.com/p/monster-trail-mix-36oz-archer-farms-153/-/A-53169296,3,7.99,driveUpDelivery,ios-9.3.6,Desktop,browser,10/8/18 19:58,pk225,10/8/18 20:15,TRUE,cancelled,---,---,--
1.00E+12,10/8/18 19:44,6.48E+11,7oz Opalhouse Glass Jar Candle Sweet Almond Blossom,https://www.target.com/p/7oz-glass-jar-candle-sweet-almond-blossom---floral-collection---opalhouse--8482-/-/A-54012199,1,10.99,driveUpDelivery,ios-9.3.6,Desktop,browser,10/8/18 19:58,pk225,10/8/18 20:15,FALSE,cancelled,---,---,--
1.00E+12,10/8/18 19:44,5.01E+12,Rimmel Long lasting lipstick,https://www.target.com/p/rimmel-lasting-finish-lipstick-264-coffee-shimmer---0-14floz/-/A-52533864,1,4.99,driveUpDelivery,ios-9.3.6,Desktop,browser,10/8/18 19:58,pk225,10/8/18 20:15,TRUE,cancelled,---,---,--
1.00E+12,10/8/18 19:44,37000874744,Downy Liquid Detergent,https://www.target.com/p/tide-plus-a-touch-of-downy-april-fresh-high-efficiency-liquid-laundry-detergent---138-fl-oz/-/A-15071687,1,17.99,driveUpDelivery,ios-9.3.6,Desktop,browser,10/8/18 19:58,pk225,10/8/18 20:15,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 8:18,68274735295,Bottled water 28-pack,https://www.target.com/p/nestle-pure-life-purified-water-28pk-0-5-l-bottles/-/A-50251590,2,3.99,driveUpDelivery,Android-7.0,Desktop,browser,10/9/18 8:32,pk237,10/9/18 8:53,TRUE,complete,10/9/18 9:39,10/9/18 9:44,pickUpCompleted
1.00E+12,10/9/18 8:18,8.30E+11,Lavender & Bergamot Liquid Hand Soap,https://www.target.com/p/lavender-38-bergamot-liquid-hand-soap-12-fl-oz-everspring-8482/-/A-75663199,1,2.79,driveUpDelivery,Android-7.0,Desktop,browser,10/9/18 8:32,pk237,10/9/18 8:53,TRUE,complete,10/9/18 9:39,10/9/18 9:44,pickUpCompleted
1.00E+12,10/9/18 8:42,11217994716,Double Zipper snack bags,https://www.target.com/p/double-zipper-snack-size-bags-150ct-up-up-8482/-/A-16360916,2,3.49,driveUpDelivery,ios-10.3.3,Mobile,app,10/9/18 8:51,pk220,10/9/18 9:12,TRUE,complete,10/9/18 10:35,10/9/18 10:40,pickUpCompleted
1.00E+12,10/9/18 9:06,37000928102,Swifer wetjet floor mop,https://www.target.com/p/swiffer-wetjet-floor-mop-starter-kit-1-power-mop-5-mopping-pads-1-floor-cleaner-liquid-solution/-/A-18813263,1,22.99,driveUpDelivery,ios-10.3.3,Tablet,browser,10/9/18 9:20,pk230,10/9/18 9:39,TRUE,complete,10/9/18 10:23,10/9/18 10:27,pickUpCompleted
1.00E+12,10/9/18 9:06,85239021873,Archer Farms Monster Trail Mix,https://www.target.com/p/monster-trail-mix-36oz-archer-farms-153/-/A-53169296,1,7.99,driveUpDelivery,ios-10.3.3,Tablet,browser,10/9/18 9:20,pk230,10/9/18 9:39,TRUE,complete,10/9/18 10:23,10/9/18 10:27,pickUpCompleted
1.00E+12,10/9/18 9:06,8.30E+11,Lemon Scent Dishwasher Tablets Smartly,https://www.target.com/p/lemon-scent-dishwasher-packs-32ct-smartly-8482/-/A-75666570,2,4.49,driveUpDelivery,ios-10.3.3,Tablet,browser,10/9/18 9:20,pk230,10/9/18 9:39,TRUE,complete,10/9/18 10:23,10/9/18 10:27,pickUpCompleted
1.00E+12,10/9/18 9:30,8.49E+11,Acacia 7 pc wicker patio dining set,https://www.target.com/p/lincoln-7pc-acacia-wood-wicker-patio-dining-set-dark-brown-christopher-knight-home/-/A-76471152,1,899.99,driveUpDelivery,ios-9.3.6,Desktop,app,10/9/18 9:43,pk223,10/9/18 10:01,TRUE,complete,10/9/18 11:41,10/9/18 11:44,declined
1.00E+12,10/9/18 9:48,8.88E+11,Electric Scooter Folding,https://www.target.com/p/hover-1-journey-electric-folding-scooter---white/-/A-78595840,2,349.99,driveUpDelivery,ios-9.3.6,Tablet,browser,10/9/18 10:00,pk237,10/9/18 10:22,FALSE,cancelled,---,---,--
1.00E+12,10/9/18 9:48,8.49E+11,Acacia 7 pc wicker patio dining set,https://www.target.com/p/lincoln-7pc-acacia-wood-wicker-patio-dining-set-dark-brown-christopher-knight-home/-/A-76471152,1,899.99,driveUpDelivery,ios-9.3.6,Tablet,browser,10/9/18 10:00,pk237,10/9/18 10:22,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 9:48,11217994716,Double Zipper snack bags,https://www.target.com/p/double-zipper-snack-size-bags-150ct-up-up-8482/-/A-16360916,1,3.49,driveUpDelivery,ios-9.3.6,Tablet,browser,10/9/18 10:00,pk237,10/9/18 10:22,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 9:48,1.93E+11,2 Drawer Night Stand,https://www.target.com/p/pine-wood-night-stand-with-2-drawers-gold-benzara/-/A-54626340,1,339.99,driveUpDelivery,ios-9.3.6,Tablet,browser,10/9/18 10:00,pk237,10/9/18 10:22,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 9:48,8.50E+11,Best Ride on Cars 12V BMW X5,https://www.target.com/p/best-ride-on-cars-12v-bmw-x5-powered-ride-on-white/-/A-80014941,1,499.99,driveUpDelivery,ios-9.3.6,Tablet,browser,10/9/18 10:00,pk237,10/9/18 10:22,FALSE,cancelled,---,---,--
1.00E+12,10/9/18 10:07,11217994716,Double Zipper snack bags,https://www.target.com/p/double-zipper-snack-size-bags-150ct-up-up-8482/-/A-16360916,2,3.49,driveUpDelivery,Android-7.1.0,Desktop,app,10/9/18 10:17,pk239,10/9/18 10:36,TRUE,complete,10/9/18 11:27,10/9/18 11:34,pickUpCompleted
1.00E+12,10/9/18 10:30,8.88E+11,Electric Scooter Folding,https://www.target.com/p/hover-1-journey-electric-folding-scooter---white/-/A-78595840,1,349.99,driveUpDelivery,ios-10.3.3,Desktop,browser,10/9/18 10:43,pk222,10/9/18 11:06,FALSE,cancelled,---,---,--
1.00E+12,10/9/18 10:30,8.13E+11,Jbuds Air true wireless earbuds,https://www.target.com/p/jbuds-air-true-wireless-signature-earbuds-black/-/A-54283695,1,49.99,driveUpDelivery,ios-10.3.3,Desktop,browser,10/9/18 10:43,pk222,10/9/18 11:06,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 10:49,8.30E+11,Lemon Scent Dishwasher Tablets Smartly,https://www.target.com/p/lemon-scent-dishwasher-packs-32ct-smartly-8482/-/A-75666570,1,4.49,driveUpDelivery,ios-9.3.6,Mobile,app,10/9/18 11:02,pk237,10/9/18 11:22,TRUE,complete,10/9/18 12:22,10/9/18 12:27,pickUpCompleted
1.00E+12,10/9/18 10:49,8.90E+11,Teak wood patio dining set,https://www.target.com/p/marina-11pc-teak-patio-dining-set-white-modway/-/A-77605946,1,3999.99,driveUpDelivery,ios-9.3.6,Mobile,app,10/9/18 11:02,pk237,10/9/18 11:22,TRUE,complete,10/9/18 12:22,10/9/18 12:27,declined
1.00E+12,10/9/18 10:49,5.00E+12,Dual action tinted moisturiser,https://www.target.com/p/no7-dual-action-tinted-moisturiser-spf-15-medium-1-6oz/-/A-14496960,1,11.99,driveUpDelivery,ios-9.3.6,Mobile,app,10/9/18 11:02,pk237,10/9/18 11:22,TRUE,complete,10/9/18 12:22,10/9/18 12:27,pickUpCompleted
1.00E+12,10/9/18 10:49,36000485981,Cottonelle ultra toilet paper,https://www.target.com/p/cottonelle-ultra-comfort-care-toilet-paper---24-mega-rolls/-/A-75665836,2,21.99,driveUpDelivery,ios-9.3.6,Mobile,app,10/9/18 11:02,pk237,10/9/18 11:22,TRUE,complete,10/9/18 12:22,10/9/18 12:27,pickUpCompleted
1.00E+12,10/9/18 11:05,1.92E+11,heydayª Wired Earbuds - Dusty Coral,https://www.target.com/p/heyday-8482-wired-earbuds-dusty-coral/-/A-79899095,1,8.99,driveUpDelivery,ios-10.3.3,Desktop,app,10/9/18 11:14,pk235,10/9/18 11:27,TRUE,complete,10/9/18 12:10,10/9/18 12:17,pickUpCompleted
1.00E+12,10/9/18 11:05,11217994716,Double Zipper snack bags,https://www.target.com/p/double-zipper-snack-size-bags-150ct-up-up-8482/-/A-16360916,1,3.49,driveUpDelivery,ios-10.3.3,Desktop,app,10/9/18 11:14,pk235,10/9/18 11:27,TRUE,complete,10/9/18 12:10,10/9/18 12:17,pickUpCompleted
1.00E+12,10/9/18 11:05,5.00E+12,Dual action tinted moisturiser,https://www.target.com/p/no7-dual-action-tinted-moisturiser-spf-15-medium-1-6oz/-/A-14496960,1,11.99,driveUpDelivery,ios-10.3.3,Desktop,app,10/9/18 11:14,pk235,10/9/18 11:27,TRUE,complete,10/9/18 12:10,10/9/18 12:17,pickUpCompleted
1.00E+12,10/9/18 11:05,8.88E+11,Electric Scooter Folding,https://www.target.com/p/hover-1-journey-electric-folding-scooter---white/-/A-78595840,2,349.99,driveUpDelivery,ios-10.3.3,Desktop,app,10/9/18 11:14,pk235,10/9/18 11:27,TRUE,complete,10/9/18 12:10,10/9/18 12:17,pickUpCompleted
1.00E+12,10/9/18 11:05,7.52E+11,PowerXL Vortex Air Fryer,https://www.target.com/p/as-seen-on-tv-powerxl-vortex-air-fryer--3qt---black/-/A-76544201,1,99.99,driveUpDelivery,ios-10.3.3,Desktop,app,10/9/18 11:14,pk235,10/9/18 11:27,TRUE,complete,10/9/18 12:10,10/9/18 12:17,pickUpCompleted
1.00E+12,10/9/18 11:05,81877502248,convertible crib 4 in 1,https://www.target.com/p/storkcraft-steveston-4-in-1-convertible-crib-and-changer-with-drawer/-/A-53910066?preselect=75559733#lnk=sametab,1,279.99,driveUpDelivery,ios-10.3.3,Desktop,app,10/9/18 11:14,pk235,10/9/18 11:27,TRUE,complete,10/9/18 12:10,10/9/18 12:17,declined
1.00E+12,10/9/18 11:05,8.90E+11,Teak wood patio dining set,https://www.target.com/p/marina-11pc-teak-patio-dining-set-white-modway/-/A-77605946,1,3999.99,driveUpDelivery,ios-10.3.3,Desktop,app,10/9/18 11:14,pk235,10/9/18 11:27,TRUE,complete,10/9/18 12:10,10/9/18 12:17,declined
1.00E+12,10/9/18 11:19,4.90E+11,Up & Up AA Batteries,https://www.target.com/p/aa-batteries-10ct-up-up-153/-/A-53692528,1,8.49,driveUpDelivery,ios-10.3.3,Desktop,browser,10/9/18 11:25,pk223,10/9/18 11:46,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 11:19,11217994716,Double Zipper snack bags,https://www.target.com/p/double-zipper-snack-size-bags-150ct-up-up-8482/-/A-16360916,3,3.49,driveUpDelivery,ios-10.3.3,Desktop,browser,10/9/18 11:25,pk223,10/9/18 11:46,FALSE,cancelled,---,---,--
1.00E+12,10/9/18 11:19,68274735295,Bottled water 28-pack,https://www.target.com/p/nestle-pure-life-purified-water-28pk-0-5-l-bottles/-/A-50251590,1,3.99,driveUpDelivery,ios-10.3.3,Desktop,browser,10/9/18 11:25,pk223,10/9/18 11:46,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 11:19,1.93E+11,2 Drawer Night Stand,https://www.target.com/p/pine-wood-night-stand-with-2-drawers-gold-benzara/-/A-54626340,1,339.99,driveUpDelivery,ios-10.3.3,Desktop,browser,10/9/18 11:25,pk223,10/9/18 11:46,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 11:37,1.93E+11,2 Drawer Night Stand,https://www.target.com/p/pine-wood-night-stand-with-2-drawers-gold-benzara/-/A-54626340,1,339.99,driveUpDelivery,ios-9.3.6,Mobile,browser,10/9/18 11:45,pk230,10/9/18 12:03,TRUE,complete,10/9/18 13:00,10/9/18 13:05,pickUpCompleted
1.00E+12,10/9/18 11:37,6.48E+11,7oz Opalhouse Glass Jar Candle Sweet Almond Blossom,https://www.target.com/p/7oz-glass-jar-candle-sweet-almond-blossom---floral-collection---opalhouse--8482-/-/A-54012199,1,10.99,driveUpDelivery,ios-9.3.6,Mobile,browser,10/9/18 11:45,pk230,10/9/18 12:03,TRUE,complete,10/9/18 13:00,10/9/18 13:05,pickUpCompleted
1.00E+12,10/9/18 11:37,8.49E+11," 10"" Gel Foam Mattress",https://www.target.com/p/california-king-comfort-collection-gel-10--34--memory-foam-mattress---lucid/-/A-54670876,1,419.99,driveUpDelivery,ios-9.3.6,Mobile,browser,10/9/18 11:45,pk230,10/9/18 12:03,TRUE,complete,10/9/18 13:00,10/9/18 13:05,declined
1.00E+12,10/9/18 11:37,8.88E+11,Electric Scooter Folding,https://www.target.com/p/hover-1-journey-electric-folding-scooter---white/-/A-78595840,2,349.99,driveUpDelivery,ios-9.3.6,Mobile,browser,10/9/18 11:45,pk230,10/9/18 12:03,TRUE,complete,10/9/18 13:00,10/9/18 13:05,declined
1.00E+12,10/9/18 11:54,16000123151,GM Honey Nut Cheerios Cereal 19 oz,https://www.target.com/p/cheerios-honey-nut-breakfast-cereal-19-5oz-general-mills/-/A-14765766,1,3.99,driveUpDelivery,Android-8.1,Tablet,browser,10/9/18 12:02,pk221,10/9/18 12:17,TRUE,complete,10/9/18 13:47,10/9/18 13:53,declined
1.00E+12,10/9/18 11:54,41333048642,Duracell AA batteries,https://www.target.com/p/duracell-copper-top-aa-batteries-10ct/-/A-14044612,1,9.49,driveUpDelivery,Android-8.1,Tablet,browser,10/9/18 12:02,pk221,10/9/18 12:17,TRUE,complete,10/9/18 13:47,10/9/18 13:53,pickUpCompleted
1.00E+12,10/9/18 11:54,7.62E+11,Starbucks medium roast coffee,https://www.target.com/p/starbucks-pike-place-roast-medium-roast-ground-coffee-12oz/-/A-12954151,1,8.99,driveUpDelivery,Android-8.1,Tablet,browser,10/9/18 12:02,pk221,10/9/18 12:17,TRUE,complete,10/9/18 13:47,10/9/18 13:53,pickUpCompleted
1.00E+12,10/9/18 11:54,37000874744,Downy Liquid Detergent,https://www.target.com/p/tide-plus-a-touch-of-downy-april-fresh-high-efficiency-liquid-laundry-detergent---138-fl-oz/-/A-15071687,1,17.99,driveUpDelivery,Android-8.1,Tablet,browser,10/9/18 12:02,pk221,10/9/18 12:17,TRUE,complete,10/9/18 13:47,10/9/18 13:53,pickUpCompleted
1.00E+12,10/9/18 12:20,41333048642,Duracell AA batteries,https://www.target.com/p/duracell-copper-top-aa-batteries-10ct/-/A-14044612,1,9.49,driveUpDelivery,ios-10.3.4,Desktop,browser,10/9/18 12:28,pk233,10/9/18 12:47,TRUE,complete,10/9/18 13:49,10/9/18 13:54,pickUpCompleted
1.00E+12,10/9/18 12:38,8.30E+11,Lemon Scent Dishwasher Tablets Smartly,https://www.target.com/p/lemon-scent-dishwasher-packs-32ct-smartly-8482/-/A-75666570,1,4.49,driveUpDelivery,ios-9.3.5,Mobile,browser,10/9/18 12:48,pk220,10/9/18 13:13,TRUE,complete,10/9/18 14:35,10/9/18 14:39,pickUpCompleted
1.00E+12,10/9/18 12:38,70230171276,Plastic Jug Cat Litter,https://www.target.com/p/purina-tidy-cats-clumping-lightweight-4-in-1-strength-plastic-jug-cat-litter-8-5lbs/-/A-50382489,2,12.99,driveUpDelivery,ios-9.3.5,Mobile,browser,10/9/18 12:48,pk220,10/9/18 13:13,TRUE,complete,10/9/18 14:35,10/9/18 14:39,pickUpCompleted
1.00E+12,10/9/18 13:02,16000123151,GM Honey Nut Cheerios Cereal 19 oz,https://www.target.com/p/cheerios-honey-nut-breakfast-cereal-19-5oz-general-mills/-/A-14765766,2,3.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/9/18 13:10,pk227,10/9/18 13:33,TRUE,complete,10/9/18 15:25,10/9/18 15:28,pickUpCompleted
1.00E+12,10/9/18 13:02,36000485981,Cottonelle ultra toilet paper,https://www.target.com/p/cottonelle-ultra-comfort-care-toilet-paper---24-mega-rolls/-/A-75665836,2,21.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/9/18 13:10,pk227,10/9/18 13:33,TRUE,complete,10/9/18 15:25,10/9/18 15:28,pickUpCompleted
1.00E+12,10/9/18 13:02,79105116626,pet food 30 lbs,https://www.target.com/p/nutro-wholesome-essentials-adult-chicken-rice-dry-dog-food/-/A-53090016,1,54.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/9/18 13:10,pk227,10/9/18 13:33,TRUE,complete,10/9/18 15:25,10/9/18 15:28,declined
1.00E+12,10/9/18 13:02,1.93E+11,2 Drawer Night Stand,https://www.target.com/p/pine-wood-night-stand-with-2-drawers-gold-benzara/-/A-54626340,1,339.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/9/18 13:10,pk227,10/9/18 13:33,TRUE,complete,10/9/18 15:25,10/9/18 15:28,pickUpCompleted
1.00E+12,10/9/18 13:02,33200005445,Arm & Hammer Liquid Laundry Detergent,https://www.target.com/p/arm---38--hammer-plus-oxiclean-fresh-scent-liquid-laundry-detergent--224-fl-oz/-/A-49135699,1,11.99,driveUpDelivery,ios-10.3.3,Mobile,browser,10/9/18 13:10,pk227,10/9/18 13:33,TRUE,complete,10/9/18 15:25,10/9/18 15:28,pickUpCompleted
1.00E+12,10/9/18 13:34,4.90E+11,Up & Up AA Batteries,https://www.target.com/p/aa-batteries-10ct-up-up-153/-/A-53692528,2,8.49,driveUpDelivery,Android-8.0,Mobile,browser,10/9/18 13:42,pk231,10/9/18 14:05,TRUE,complete,10/9/18 15:14,10/9/18 15:19,pickUpCompleted
1.00E+12,10/9/18 13:34,6.44E+11,Premier Protein Shake,https://www.target.com/p/premier-protein-shake-chocolate-11oz-4pk/-/A-50835667,1,7.99,driveUpDelivery,Android-8.0,Mobile,browser,10/9/18 13:42,pk231,10/9/18 14:05,TRUE,complete,10/9/18 15:14,10/9/18 15:19,pickUpCompleted
1.00E+12,10/9/18 13:34,37000874744,Downy Liquid Detergent,https://www.target.com/p/tide-plus-a-touch-of-downy-april-fresh-high-efficiency-liquid-laundry-detergent---138-fl-oz/-/A-15071687,1,17.99,driveUpDelivery,Android-8.0,Mobile,browser,10/9/18 13:42,pk231,10/9/18 14:05,TRUE,complete,10/9/18 15:14,10/9/18 15:19,pickUpCompleted
1.00E+12,10/9/18 13:34,7.62E+11,Starbucks medium roast coffee,https://www.target.com/p/starbucks-pike-place-roast-medium-roast-ground-coffee-12oz/-/A-12954151,2,8.99,driveUpDelivery,Android-8.0,Mobile,browser,10/9/18 13:42,pk231,10/9/18 14:05,TRUE,complete,10/9/18 15:14,10/9/18 15:19,pickUpCompleted
1.00E+12,10/9/18 13:34,8.50E+11,Best Ride on Cars 12V BMW X5,https://www.target.com/p/best-ride-on-cars-12v-bmw-x5-powered-ride-on-white/-/A-80014941,1,499.99,driveUpDelivery,Android-8.0,Mobile,browser,10/9/18 13:42,pk231,10/9/18 14:05,TRUE,complete,10/9/18 15:14,10/9/18 15:19,pickUpCompleted
1.00E+12,10/9/18 13:34,8.58E+11,Instant Pot Duo 6 quart programmable pressure cooker,https://www.target.com/p/instant-pot-duo-nova-6-quart-7-in-1-one-touch-multi-use-programmable-pressure-cooker-with-new-easy-seal-lid---8211--latest-model/-/A-54643166,1,69.95,driveUpDelivery,Android-8.0,Mobile,browser,10/9/18 13:42,pk231,10/9/18 14:05,TRUE,complete,10/9/18 15:14,10/9/18 15:19,pickUpCompleted
1.00E+12,10/9/18 13:57,8.90E+11,Teak wood patio dining set,https://www.target.com/p/marina-11pc-teak-patio-dining-set-white-modway/-/A-77605946,2,3999.99,driveUpDelivery,ios-10.3.4,Tablet,browser,10/9/18 14:08,pk240,10/9/18 14:27,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 13:57,36000485981,Cottonelle ultra toilet paper,https://www.target.com/p/cottonelle-ultra-comfort-care-toilet-paper---24-mega-rolls/-/A-75665836,1,21.99,driveUpDelivery,ios-10.3.4,Tablet,browser,10/9/18 14:08,pk240,10/9/18 14:27,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 13:57,8.45E+11," Visio E-Series 70"" 4K SmarTV",https://www.target.com/p/vizio-e-series-70-class-69-5-diag-4k-hdr-smart-tv-black-e70-f3/-/A-53347121,3,749.99,driveUpDelivery,ios-10.3.4,Tablet,browser,10/9/18 14:08,pk240,10/9/18 14:27,FALSE,cancelled,---,---,--
1.00E+12,10/9/18 14:14,11217994716,Double Zipper snack bags,https://www.target.com/p/double-zipper-snack-size-bags-150ct-up-up-8482/-/A-16360916,2,3.49,driveUpDelivery,ios-10.3.4,Tablet,browser,10/9/18 14:29,pk229,10/9/18 14:52,TRUE,complete,10/9/18 15:29,10/9/18 15:35,pickUpCompleted
1.00E+12,10/9/18 14:37,1.93E+11,2 Drawer Night Stand,https://www.target.com/p/pine-wood-night-stand-with-2-drawers-gold-benzara/-/A-54626340,2,339.99,driveUpDelivery,ios-10.3.4,Desktop,browser,10/9/18 14:51,pk233,10/9/18 15:06,TRUE,complete,10/9/18 15:56,10/9/18 16:00,pickUpCompleted
1.00E+12,10/9/18 14:37,8.88E+11,Electric Scooter Folding,https://www.target.com/p/hover-1-journey-electric-folding-scooter---white/-/A-78595840,1,349.99,driveUpDelivery,ios-10.3.4,Desktop,browser,10/9/18 14:51,pk233,10/9/18 15:06,TRUE,complete,10/9/18 15:56,10/9/18 16:00,pickUpCompleted
1.00E+12,10/9/18 15:03,4.91E+11,Set of 3 Non-Stick Cookie Sheets Made By Design,https://www.target.com/p/set-of-3-non-stick-cookie-sheets-carbon-steel-made-by-design-8482/-/A-53118936,1,13,driveUpDelivery,ios-10.3.3,Tablet,app,10/9/18 15:12,pk220,10/9/18 15:35,TRUE,complete,10/9/18 16:29,10/9/18 16:33,pickUpCompleted
1.00E+12,10/9/18 15:24,11217994716,Double Zipper snack bags,https://www.target.com/p/double-zipper-snack-size-bags-150ct-up-up-8482/-/A-16360916,1,3.49,driveUpDelivery,ios-10.3.4,Tablet,app,10/9/18 15:36,pk240,10/9/18 15:58,TRUE,complete,10/9/18 16:48,10/9/18 16:52,pickUpCompleted
1.00E+12,10/9/18 15:24,8.13E+11,Jbuds Air true wireless earbuds,https://www.target.com/p/jbuds-air-true-wireless-signature-earbuds-black/-/A-54283695,2,49.99,driveUpDelivery,ios-10.3.4,Tablet,app,10/9/18 15:36,pk240,10/9/18 15:58,TRUE,complete,10/9/18 16:48,10/9/18 16:52,pickUpCompleted
1.00E+12,10/9/18 15:24,73257014427,Tall FlexGuard Kitchen Trash Bags 13 Gallon,https://www.target.com/p/flexguard-tall-kitchen-drawstring-trash-bags-unscented-13-gallon-60ct-up-up-153/-/A-14738971,1,8.99,driveUpDelivery,ios-10.3.4,Tablet,app,10/9/18 15:36,pk240,10/9/18 15:58,TRUE,complete,10/9/18 16:48,10/9/18 16:52,pickUpCompleted
1.00E+12,10/9/18 15:24,8.30E+11,Lavender & Bergamot Liquid Hand Soap,https://www.target.com/p/lavender-38-bergamot-liquid-hand-soap-12-fl-oz-everspring-8482/-/A-75663199,1,2.79,driveUpDelivery,ios-10.3.4,Tablet,app,10/9/18 15:36,pk240,10/9/18 15:58,TRUE,complete,10/9/18 16:48,10/9/18 16:52,pickUpCompleted
1.00E+12,10/9/18 15:40,8.58E+11,Instant Pot Duo 6 quart programmable pressure cooker,https://www.target.com/p/instant-pot-duo-nova-6-quart-7-in-1-one-touch-multi-use-programmable-pressure-cooker-with-new-easy-seal-lid---8211--latest-model/-/A-54643166,1,69.95,driveUpDelivery,Android-8.1,Desktop,app,10/9/18 15:56,pk220,10/9/18 16:13,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 15:40,33200005445,Arm & Hammer Liquid Laundry Detergent,https://www.target.com/p/arm---38--hammer-plus-oxiclean-fresh-scent-liquid-laundry-detergent--224-fl-oz/-/A-49135699,2,11.99,driveUpDelivery,Android-8.1,Desktop,app,10/9/18 15:56,pk220,10/9/18 16:13,FALSE,cancelled,---,---,--
1.00E+12,10/9/18 15:40,37000874744,Downy Liquid Detergent,https://www.target.com/p/tide-plus-a-touch-of-downy-april-fresh-high-efficiency-liquid-laundry-detergent---138-fl-oz/-/A-15071687,1,17.99,driveUpDelivery,Android-8.1,Desktop,app,10/9/18 15:56,pk220,10/9/18 16:13,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 15:40,7.52E+11,PowerXL Vortex Air Fryer,https://www.target.com/p/as-seen-on-tv-powerxl-vortex-air-fryer--3qt---black/-/A-76544201,2,99.99,driveUpDelivery,Android-8.1,Desktop,app,10/9/18 15:56,pk220,10/9/18 16:13,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 15:56,72785137349,Citrus Grove Liquid Hand Soap,https://www.target.com/p/citrus-grove-liquid-hand-soap-10-fl-oz-smartly-8482/-/A-77592715,2,0.99,driveUpDelivery,Android-7.1.0,Tablet,browser,10/9/18 16:07,pk236,10/9/18 16:27,TRUE,complete,10/9/18 16:46,10/9/18 16:52,pickUpCompleted
1.00E+12,10/9/18 16:23,8.45E+11," Visio E-Series 70"" 4K SmarTV",https://www.target.com/p/vizio-e-series-70-class-69-5-diag-4k-hdr-smart-tv-black-e70-f3/-/A-53347121,1,749.99,driveUpDelivery,ios-10.3.4,Desktop,app,10/9/18 16:38,pk220,10/9/18 16:57,FALSE,cancelled,---,---,--
1.00E+12,10/9/18 16:23,85239021873,Archer Farms Monster Trail Mix,https://www.target.com/p/monster-trail-mix-36oz-archer-farms-153/-/A-53169296,2,7.99,driveUpDelivery,ios-10.3.4,Desktop,app,10/9/18 16:38,pk220,10/9/18 16:57,TRUE,cancelled,---,---,--
1.00E+12,10/9/18 16:23,37000928102,Swifer wetjet floor mop,https://www.target.com/p/swiffer-wetjet-floor-mop-starter-kit-1-power-mop-5-mopping-pads-1-floor-cleaner-liquid-solution/-/A-18813263,1,22.99,driveUpDelivery,ios-10.3.4,Desktop,app,10/9/18 16:38,pk220,10/9/18 16:57,TRUE,cancelled,---,---,--
